Affymetrix Gene ID,index,Y,O2,Old,O2/Y,Old/Y,Score(d),q-value (%),FlyBase,Gene Symbol,LocusLink,EC Number,Biological Process (GO),Cellular Component (GO),Molecular Function (GO),Pathways KEGG,InterPro,Pfam,BLOCKS,SCOP
154184_at,12985,170,510,396,3.0,2.3,6.269967978,0.012093869,FBgn0023129,aay,39085,EC:3.1.3.3      ,7422 // peripheral nervous system development // traceable author statement /// 7411 // axon guidance // inferred from mutant phenotype /// 6564 // serine biosynthesis // non-traceable author statement,,4647 // phosphoserine phosphatase // inferred from sequence similarity /// 16787 // hydrolase // extended:Unknown; Hydrolase; 1.5e-05 /// 4647 // phosphoserine phosphatase // non-traceable author statement,"MAP00260 // Glycine, serine and threonine metabolism",IPR005834 // haloacid dehalogenase-like hydrolase /// IPR004469 // Phosphoserine phosphatase SerB,Hydrolase // haloacid dehalogenase-like hydrolase;1.5e-05,,
146708_at,5509,277,728,625,2.6,2.3,5.703928576,0.012093869,FBgn0033125,CG12846,,,,,,,,,,
153150_at,11951,506,1154,1121,2.3,2.2,8.755076283,0.012093869,FBgn0039649,CG11899,,,,,,,,,,
153428_at,12229,911,2663,1977,2.9,2.2,18.56379178,0.012093869,FBgn0020513,ade5,32228,EC:4.1.1.21     ,,,4638 // phosphoribosylaminoimidazole carboxylase // inferred from sequence similarity /// 4639 // phosphoribosylaminoimidazole-succinocarboxamide synthase // inferred from sequence similarity,MAP00230 // Purine metabolism /// MAP00230 // Purine metabolism,IPR001636 // SAICAR synthetase /// IPR000031 // 1-(5-Phosphoribosyl)-5-amino-4-imidazole-carboxylate (AIR) carboxylase,AIRC // AIR carboxylase;2.2e-46  /// SAICAR_synt // SAICAR synthetase;2.9e-94,IPB000031 // 1-(5-Phosphoribosyl)-5-amino-4-imidazole-carboxylate (AIR) carboxylase;8.1e-14,
151834_at,10635,155,248,329,1.6,2.1,2.253587919,0.03365406,FBgn0036371,CG10745,,,,,,,,,,
146285_at,5086,164,523,347,3.2,2.1,5.200390517,0.012093869,FBgn0032426,CG15493,,,,,,,,,,
149759_at,8560,38,73,79,1.9,2.1,3.919058618,0.012093869,FBgn0038024,CG12242,,,,,,,,,,
144068_at,2869,26,55,55,2.1,2.1,2.818167981,0.012093869,FBgn0025583,IM2,49802,,6952 // defense response // inferred from direct assay,5576 // extracellular // inferred from direct assay,3793 // defense/immunity protein // inferred from direct assay,,,,,
148108_at,6909,286,470,589,1.6,2.1,6.281672494,0.012093869,FBgn0035444,CG12012,38422,,,,,,,,,
142545_at,1346,115,255,236,2.2,2.1,4.22362542,0.012093869,FBgn0010173,RpA-70,40972,,6261 // DNA dependent DNA replication // inferred from direct assay /// 6261 // DNA dependent DNA replication // non-traceable author statement,5662 // DNA replication factor A complex // non-traceable author statement /// 5634 // nucleus // inferred from direct assay /// 5662 // DNA replication factor A complex // inferred from direct assay /// 5634 // nucleus // non-traceable author statement,3697 // single-stranded DNA binding // non-traceable author statement /// 3697 // single-stranded DNA binding // inferred from direct assay,,IPR004591 // Replication factor-a protein 1 Rpa1 /// IPR004365 // OB-fold nucleic acid binding domain,"tRNA_anti // OB-fold nucleic acid binding domain;1.7e-15  /// Rep-A_N // Replication factor-A protein 1, N-terminal;7.8e-53",,d1fgua1 // b.40.4.3 // Replication protein A 70 KDa subunit (RPA70) fragment ;3.55e-42
146100_at,4901,158,271,323,1.7,2.0,3.627629855,0.012093869,FBgn0032140,CG13117,34289,,,,,,,,,
147197_at,5998,128,406,260,3.2,2.0,8.065452427,0.012093869,FBgn0033928,CG13941,36597,,,,,,IPR005162 // Retrotransposon gag protein,,,
150533_at,9334,8,15,17,1.8,2.0,2.531406266,0.012093869,FBgn0039239,CG13641,42969,,,,,,,,,
153673_at,12474,218,361,436,1.7,2.0,5.112364641,0.012093869,FBgn0000083,AnnIX,42492,,,,5544 // calcium-dependent phospholipid binding // inferred from sequence similarity /// 5543 // phospholipid binding // non-traceable author statement /// 3779 // actin binding // inferred from sequence similarity /// 5509 // calcium ion binding // non-traceable author statement,,"IPR002392 // Annexin, type V /// IPR001464 // Annexin",annexin // Annexin;6.7e-121  /// annexin // Annexin;8.8e-117,IPB001464 // Annexin family;6.3e-134,d1dm5a_ // a.65.1.1 // Annexin XII ;7.28e-118  /// d1i4aa_ // a.65.1.1 // Annexin IV ;3.77e-118
154426_at,13227,41,74,82,1.8,2.0,4.386150468,0.012093869,FBgn0028519,BG:DS05899.1,34822,EC:6.2.1.3      ,,,3824 // enzyme // extended:inferred from electronic annotation; AMP-binding; 4.1e-83 /// 4467 // long-chain-fatty-acid-CoA-ligase // inferred from sequence similarity,MAP00071 // Fatty acid metabolism,IPR000873 // AMP-dependent synthetase and ligase,AMP-binding // AMP-binding enzyme;4.1e-83,IPB000873 // AMP-dependent synthetase and ligase;2e-08,
153930_at,12731,127,282,251,2.2,2.0,4.373497342,0.012093869,FBgn0034354,CG5224,37128,EC:2.5.1.18     ,,,4364 // glutathione transferase // inferred from sequence similarity,MAP00480 // Glutathione metabolism,"IPR004045 // Glutathione S-transferase, N-terminal /// IPR004046 // Glutathione S-transferase, C-terminal","GST_C // Glutathione S-transferase, C-terminal domain;6.4e-11  /// GST_N // Glutathione S-transferase, N-terminal domain;2.2e-15",IPB001326 // Elongation factor 1 beta/beta'/delta chain;0.0038,d1ljra2 // c.47.1.5 // Glutathione S-transferase ;2.98e-21  /// d1aqwa1 // a.45.1.1 // Glutathione S-transferase ;2.24e-22
152368_at,11169,216,326,424,1.5,2.0,3.254073636,0.012093869,FBgn0038465,CG8913,42049,EC:1.11.1.7     ,,,4601 // peroxidase // inferred from sequence similarity,"MAP00360 // Phenylalanine metabolism /// MAP00680 // Methane metabolism /// MAP00940 // Flavonoids, stilbene and lignin biosynthesis",IPR002007 // Animal haem peroxidase,An_peroxidase // Animal haem peroxidase;3.2e-71,,d1cvua1 // a.93.1.2 // Prostaglandin H2 synthase ;3.08e-110
142189_at,990,353,788,691,2.2,2.0,4.644123677,0.012093869,FBgn0013772,Cyp6a8,36666,EC:1.14.14.1    ,6118 // electron transport // extended:Unknown; p450; 3e-111,16020 // membrane // non-traceable author statement /// 5792 // microsome // non-traceable author statement,15034 // cytochrome P450 // inferred from sequence similarity /// 15034 // cytochrome P450 // non-traceable author statement,MAP00071 // Fatty acid metabolism /// MAP00361 // gamma-Hexachlorocyclohexane degradation /// MAP00380 // Tryptophan metabolism,"IPR002402 // E-class P450, group II /// IPR001128 // Cytochrome P450 /// IPR002401 // E-class P450, group I",p450 // Cytochrome P450;3e-111,IPB001128 // none;3.6e-05,d1jpza_ // a.104.1.1 // Cytochrome P450 bm-3 ;3.32e-118
142756_at,1557,1192,2341,2309,2.0,1.9,1.835334925,0.113709548,FBgn0030263,CG2076,32041,,,,,,IPR002199 // Bax inhibitor 1,,IPB002199 // Uncharacterized protein family UPF0005;1.1e-09,
148662_at,7463,25,42,48,1.7,1.9,5.285661789,0.012093869,FBgn0036290,CG10638,39424,EC:1.1.1.21     ,,,4032 // aldehyde reductase // inferred from sequence similarity /// 8106 // alcohol dehydrogenase (NADP+) // extended:Unknown; 1.1.1.2; 6.4e-108,MAP00040 // Pentose and glucuronate interconversions /// MAP00051 // Fructose and mannose metabolism /// MAP00052 // Galactose metabolism /// MAP00561 // Glycerolipid metabolism /// MAP00620 // Pyruvate metabolism,IPR001395 // Aldo/keto reductase,,IPB001395 // Aldo/keto reductase family;1.7e-82,
154993_at,13794,83,166,158,2.0,1.9,5.894865197,0.012093869,FBgn0037447,CG2330,40796,,,,,,,,,
143201_at,2002,50,136,94,2.7,1.9,8.457497947,0.012093869,FBgn0001258,ImpL3,45880,EC:1.1.1.27     ,6096 // glycolysis // non-traceable author statement,,4459 // L-lactate dehydrogenase // inferred from sequence similarity /// 16491 // oxidoreductase // extended:Unknown; ldh; 1.7e-60 /// 4459 // L-lactate dehydrogenase // non-traceable author statement /// 4459 // L-lactate dehydrogenase // traceable author statement,MAP00010 // Glycolysis / Gluconeogenesis /// MAP00272 // Cysteine metabolism /// MAP00620 // Pyruvate metabolism /// MAP00640 // Propanoate metabolism,IPR001236 // Lactate/malate dehydrogenase /// IPR001557 // L-lactate dehydrogenase,"ldh_C // lactate/malate dehydrogenase, alpha/beta C-t;3e-69  /// ldh // lactate/malate dehydrogenase, NAD binding do;1.7e-60",IPB001252 // Malate dehydrogenase active site;0.0044,d9ldta1 // c.2.1.5 // Lactate dehydrogenase ;3.74e-51  /// d1i0za2 // d.162.1.1 // Lactate dehydrogenase ;5.42e-60
150780_at,9581,77,135,144,1.8,1.9,3.547096198,0.012093869,FBgn0039593,CG9989,43390,,,,3676 // nucleic acid binding // extended:Unknown; Endonuclease; 0.0073,,IPR001604 // DNA/RNA non-specific endonuclease,Endonuclease // DNA/RNA non-specific endonuclease;0.0073,IPB001604 // DNA/RNA non-specific endonuclease;6.2e-05,d1ql0a_ // d.4.1.2 // Sm endonuclease ;5.66e-49
150318_at,9119,32,55,60,1.7,1.9,4.805933598,0.012093869,FBgn0038893,CG6353,42551,,,,,,IPR002804 // Protein of unknown function DUF101,DUF101 // Protein of unknown function DUF101;6.5e-81,,d1jw3a_ // d.208.1.1 // Hypothetical protein MTH1598 ;1.09e-48
153583_at,12384,363,584,677,1.6,1.9,2.187863104,0.03365406,FBgn0001224,Hsp23,39077,,9408 // response to heat // inferred from sequence similarity /// 9408 // response to heat // non-traceable author statement,,3773 // heat shock protein // non-traceable author statement /// 3779 // actin binding // inferred from sequence similarity /// 3773 // heat shock protein // inferred from sequence similarity,,IPR000531 // TonB-dependent receptor protein /// IPR001436 // Alpha crystallin /// IPR002068 // Heat shock protein Hsp20,HSP20 // Hsp20/alpha crystallin family;8.5e-46,IPB002068 // Heat shock hsp20 (alpha crystallin) proteins family;1.1e-16,
142836_at,1637,537,1470,970,2.7,1.8,4.532830303,0.012093869,FBgn0001223,Hsp22,39073,,9408 // response to heat // inferred from sequence similarity /// 9408 // response to heat // non-traceable author statement,,3773 // heat shock protein // non-traceable author statement /// 3773 // heat shock protein // inferred from sequence similarity,,IPR002068 // Heat shock protein Hsp20,HSP20 // Hsp20/alpha crystallin family;4.9e-37,IPB002068 // Heat shock hsp20 (alpha crystallin) proteins family;0.00032,d1gmea_ // b.15.1.1 // Small heat shock protein ;2.76e-08
144768_at,3569,1654,2819,2962,1.7,1.8,2.845522593,0.012093869,FBgn0030155,CG15246,,,,,,,,,,
153046_at,11847,369,802,649,2.2,1.8,11.23767499,0.012093869,FBgn0014031,Spat,31587,EC:2.6.1.44     ,,5777 // peroxisome // inferred from sequence similarity /// 5759 // mitochondrial matrix // inferred from sequence similarity,4760 // serine-pyruvate aminotransferase // inferred from sequence similarity /// 8453 // alanine-glyoxylate aminotransferase // inferred from sequence similarity /// 8483 // transaminase // extended:inferred from electronic annotation; aminotran_5; 8.6e-26 /// 8453 // alanine-glyoxylate aminotransferase // inferred from direct assay /// 4760 // serine-pyruvate aminotransferase // non-traceable author statement,"MAP00252 // Alanine and aspartate metabolism /// MAP00260 // Glycine, serine and threonine metabolism /// MAP00260 // Glycine, serine and threonine metabolism","IPR000192 // Aminotransferase, class V",aminotran_5 // Aminotransferase class-V;8.6e-26,IPB001625 // Glutamate/leucine/phenylalanine/valine dehydrogenase;0.0045,"d1bjna_ // c.67.1.4 // Phosphoserine aminotransferase, PSAT ;1.23e-39"
149222_at,8023,71,136,122,1.9,1.7,3.589041027,0.012093869,FBgn0037151,CG7130,40450,,,,3773 // heat shock protein // inferred from sequence similarity,,"IPR001623 // Heat shock protein DnaJ, N-terminal /// IPR003095 // Heat shock protein DnaJ",DnaJ // DnaJ domain;2.4e-32,IPB001623 // DnaJ N-terminal domain;7.1e-17,d1hdj__ // a.2.3.1 // HSP40 ;5.3e-24
144790_at,3591,165,268,284,1.6,1.7,3.913938499,0.012093869,FBgn0030189,CG2909,31958,,,,,,,,,
150748_at,9549,1,1,1,1.7,1.7,8.151308816,0.012093869,FBgn0039544,CG12877,43333,,,,4527 // exonuclease // extended:inferred from electronic annotation; Exonuclease; 3.9e-24,,IPR006055 // Exonuclease /// IPR001562 // Tec/Btk domain,Exonuclease // Exonuclease;3.9e-24,IPB002889 // WSC domain;0.0001,
151972_at,10773,808,2151,1357,2.7,1.7,8.006062434,0.012093869,FBgn0030679,CG8206,32516,,,,,,,,,
143198_at,1999,1220,2359,2032,1.9,1.7,2.063400659,0.0517743,FBgn0001233,Hsp83,38389,EC:3.6.4.9      ,7098 // centrosome cycle // inferred from mutant phenotype /// 45187 // regulation of sleep // inferred from mutant phenotype /// 9408 // response to heat // inferred from sequence similarity /// 6457 // protein folding // inferred from sequence similarity,5737 // cytoplasm // non-traceable author statement /// 5813 // centrosome // inferred from direct assay /// 5737 // cytoplasm // inferred from sequence similarity,5524 // ATP binding // extended:inferred from electronic annotation; HATPase_c; 8.6e-16 /// 3763 // chaperonin ATPase // inferred from sequence similarity /// 3754 // chaperone // traceable author statement /// 3773 // heat shock protein // inferred from sequence similarity,,"IPR001404 // Heat shock protein Hsp90  /// IPR003594 // ATP-binding protein, ATPase-like","HATPase_c // Histidine kinase-, DNA gyrase B-, and HSP90;8.6e-16  /// HSP90 // Hsp90 protein;0",IPB001978 // Troponin;0.0043,d1byqa_ // d.122.1.1 // HSP90 ;1.39e-94
153278_at,12079,207,340,342,1.6,1.7,3.763188548,0.012093869,FBgn0010621,Cct5,36308,EC:3.6.4.9      ,6457 // protein folding // inferred from sequence similarity,5832 // chaperonine-containing T-complex // inferred from sequence similarity,3763 // chaperonin ATPase // inferred from sequence similarity,,IPR002423 // Chaperonin Cpn60/TCP-1 /// IPR001844 // Chaperonin Cpn60  /// IPR002194 // Chaperonin TCP-1,cpn60_TCP1 // TCP-1/cpn60 chaperonin family;3.2e-183,IPB001844 // Chaperonin cpn60 (60Kd subunit);3.1e-13,d1ass__ // c.8.5.2 // Thermosome ;1.73e-44  /// d1ass__ // c.8.5.2 // Thermosome ;4.47e-45  /// d1ioka1 // a.129.1.1 // GroEL ;3.63e-61  /// d1a6da3 // d.56.1.2 // Thermosome ;4.88e-27  /// d1a6da3 // d.56.1.2 // Thermosome ;7.16e-28  /// d1a6da1 // a.129.1.2 // Thermosome ;5.29e-71
148713_at,7514,268,448,442,1.7,1.6,5.053485706,0.012093869,FBgn0036364,CG14109,39512,,,,,,,,IPB003191 // Guanylate-binding protein;0.0021,
146004_at,4805,130,220,214,1.7,1.6,3.82942504,0.012093869,FBgn0031977,CG7380,34095,,,5634 // nucleus // non-traceable author statement,3677 // DNA binding // non-traceable author statement,,"IPR004122 // Barrier to autointegration factor, BAF",BAF // Barrier to autointegration factor;1.7e-75,,"d1ci4a_ // a.60.5.1 // Barrier-to-autointegration factor, BAF ;1.81e-38"
152056_at,10857,828,1271,1348,1.5,1.6,3.546816421,0.012093869,FBgn0003231,ref(2)P,35246,,19058 // viral infectious cycle // non-traceable author statement,5634 // nucleus // non-traceable author statement,,,"IPR000433 // Zn-finger, ZZ type /// IPR000169 // Eukaryotic thiol (cysteine) protease  /// IPR000270 // Octicosapeptide motif /// IPR000449 // Ubiquitin-associated domain","ZZ // Zinc finger, ZZ type;3.6e-24  /// OPR // Octicosapeptide repeat;1.2e-09",,
149679_at,8480,93,182,149,2.0,1.6,4.465823945,0.012093869,FBgn0037883,CG14701,41352,,,,,,,,,
143802_at,2603,39,66,62,1.7,1.6,4.33673458,0.012093869,FBgn0015351,CG14906,42030,,,,,,IPR001230 // Prenyl group binding site (CAAX box) /// IPR002052 // N-6 Adenine-specific DNA methylase,,,
145647_at,4448,82,231,130,2.8,1.6,9.444497068,0.012093869,FBgn0031432,Cyp309a1,33438,,6118 // electron transport // extended:Unknown; p450; 4.2e-36,16020 // membrane // non-traceable author statement /// 5792 // microsome // non-traceable author statement,15034 // cytochrome P450 // inferred from sequence similarity /// 15034 // cytochrome P450 // non-traceable author statement,,"IPR001128 // Cytochrome P450 /// IPR002401 // E-class P450, group I /// IPR001525 // C-5 cytosine-specific DNA methylase",p450 // Cytochrome P450;4.2e-36,IPB001128 // none;8.9e-06,
149855_at,8656,67,106,106,1.6,1.6,4.066945655,0.012093869,FBgn0038172,Adgf-D,41679,EC:3.5.4.4      ,,,"16814 // hydrolase, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines // extended:Unknown; A_deaminase; 2.1e-42 /// 4000 // adenosine deaminase // inferred from direct assay /// 16814 // hydrolase, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines // extended:Unknown; A_deaminase; 5e-28 /// 8083 // growth factor // inferred from direct assay",MAP00230 // Purine metabolism,IPR001365 // Adenosine/AMP deaminase,A_deaminase // Adenosine/AMP deaminase;2.1e-42,,
141701_at,502,166,295,263,1.8,1.6,4.932825157,0.012093869,FBgn0033205,CG2064,35708,,,,16491 // oxidoreductase // extended:Unknown; adh_short; 3.5e-30 /// 16491 // oxidoreductase // extended:Unknown; adh_short; 4.4e-39,,IPR002198 // Short-chain dehydrogenase/reductase SDR /// IPR002347 // Glucose/ribitol dehydrogenase,adh_short // short chain dehydrogenase;4.4e-39,IPB002198 // Short-chain dehydrogenase/reductase (SDR) superfamily;0.00014,d1h5qa_ // c.2.1.2 // Mannitol dehydrogenase ;2.46e-50
152025_at,10826,94,210,148,2.2,1.6,6.412539904,0.012093869,FBgn0030159,CG9689,31922,,,,,,,,,
155151_at,13952,137,272,215,2.0,1.6,9.751096721,0.012093869,FBgn0034312,CG10916,37081,,,,,,,"zf-C3HC4 // Zinc finger, C3HC4 type (RING finger);5.1e-06",,
154259_at,13060,696,1084,1086,1.6,1.6,5.049692798,0.012093869,FBgn0031846,CG11331,,,,,,,,,,
152078_at,10879,80,161,125,2.0,1.6,7.850838414,0.012093869,FBgn0031824,CG9547,33911,EC:1.3.99.7     ,,,3995 // acyl-CoA dehydrogenase // extended:Unknown; Acyl-CoA_dh_N; 3.3e-15 /// 4361 // glutaryl-CoA dehydrogenase // inferred from sequence similarity,MAP00071 // Fatty acid metabolism /// MAP00310 // Lysine degradation /// MAP00380 // Tryptophan metabolism /// MAP00632 // Benzoate degradation via CoA ligation,"IPR006092 // Acyl-CoA dehydrogenase, N-terminal /// IPR006091 // Acyl-CoA dehydrogenase, middle domain /// IPR006090 // Acyl-CoA dehydrogenase, C-terminal","Acyl-CoA_dh_M // Acyl-CoA dehydrogenase, middle domain;1.5e-14  /// Acyl-CoA_dh_N // Acyl-CoA dehydrogenase, N-terminal doma;3.3e-15  /// Acyl-CoA_dh // Acyl-CoA dehydrogenase, C-terminal doma;2.2e-41",IPB002655 // Acyl-CoA oxidase;4.3e-06,d1jqia2 // e.6.1.1 // Butyryl-CoA dehydrogenase ;1.41e-61  /// d1jqia1 // a.29.3.1 // Butyryl-CoA dehydrogenase ;4.9e-40
150662_i_at,9463,53,102,81,1.9,1.5,1.83813204,0.113709548,FBgn0039434,CG5468,43200,,,,,,IPR004145 // Protein of unknown function DUF243,DUF243 // Domain of unknown function (DUF243);9.3e-58,IPB001588 // Caseins alpha/beta;0.0048,
147694_at,6495,48,113,74,2.3,1.5,5.483598997,0.012093869,FBgn0034756,Cyp6d2,37594,,6118 // electron transport // extended:Unknown; p450; 1.5e-58,16020 // membrane // non-traceable author statement /// 5792 // microsome // non-traceable author statement,15034 // cytochrome P450 // inferred from sequence similarity /// 15034 // cytochrome P450 // non-traceable author statement,,"IPR001128 // Cytochrome P450 /// IPR002401 // E-class P450, group I",p450 // Cytochrome P450;1.5e-58,IPB001128 // none;1.2e-05,d1jpza_ // a.104.1.1 // Cytochrome P450 bm-3 ;3.17e-99
